vOTU,Virulent,Temperate,provirus,completeness,checkv_quality,lifestyle,lifestyle_prediction_method
080613_5_ph_rerun_k141_949803,0.9041313023060435,0.0958686976939565,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_951359,0.8603492602675559,0.1396507397324444,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_951392,0.8118782016546146,0.1881217983453865,No,2.01,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_953953,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_955918,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_959441,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_960384,0.9251101321585903,0.07488986784140969,No,1.99,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_960569,0.9328744493392069,0.06712555066079298,No,4.58,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_964982|provirus_12185_22638,0,1,No,9.47,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_965180,0.0125,0.9875,No,8.66,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_965562,0.12252202643171806,0.877477973568282,No,10.49,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_967116,0.0125,0.9875,No,6.8,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_968169,0.9744350596326937,0.025564940367306298,No,5.4,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_968587,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_974539,0.8118782016546146,0.1881217983453865,No,4.84,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_975518,0.7727574329388855,0.22724256706111476,No,8.29,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_976018,0.9207048458149781,0.07929515418502209,No,7.35,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_98076,0.8220309098154426,0.17796909018455834,No,4.12,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_981114,0.125,0.875,No,6.75,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_982885,0.947852422907489,0.05214757709251101,No,7.73,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_983100,0.9,0.1,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_983161,0.9168794290555962,0.08312057094440387,No,5.4,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_98579,0.8155286343612337,0.1844713656387666,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_987180,0.9217570678245309,0.07824293217546886,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_987726,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_988041,0.0375,0.9625,No,6.78,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_989836,0.8403335688191295,0.15966643118087134,No,5.27,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_990933,0.8118782016546146,0.1881217983453865,No,4.23,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_995330,0.1875,0.8125,No,NA,Not-determined,lysogenic,bacphlip
080613_5_ph_rerun_k141_998488,0.8800312501502798,0.11996874984972046,No,5.71,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1000098,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1000147,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1000505,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1003393,0.8045925377969454,0.19540746220305544,No,1.73,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1006805|provirus_6494_14076,0.8118782016546146,0.1881217983453865,Yes,2.56,Low-quality,lysogenic,checkv
080813_7_mc_k141_1007181,0.8212523683502384,0.17874763164976248,No,19.29,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1008996,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1009065,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1009133,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1011420,0.8124320250874995,0.18756797491250168,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1014787,0.8118782016546146,0.1881217983453865,No,1.67,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1016750,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1016924,0.7578895915291939,0.24211040847080642,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1018222,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1021555,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1023554,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1023572,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1024234,0.8242680694960243,0.17573193050397679,No,64.6,Medium-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1025135,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_102585,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1025877,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1029705,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1029792,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_103181,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1032407,0.8722095158691708,0.12779048413082922,No,41.93,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1032963,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1033376,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1038554,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1038596,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1039876,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1041985,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1042083,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1042367,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1043865,0.964110712130639,0.03588928786936091,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1044682,0.9602261948935176,0.03977380510648237,No,2.1,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1044906,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1045337,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_104543,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1046356,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_104677,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1050088,0.8118782016546146,0.1881217983453865,No,0.2,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1054082,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1054444,0.8118782016546146,0.1881217983453865,No,0.81,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1057501,0.8118782016546146,0.1881217983453865,No,3.06,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1057532,0.8118782016546146,0.1881217983453865,No,10.88,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1058530,0.8118782016546146,0.1881217983453865,No,18.24,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1058688,0.8143561752228965,0.18564382477710456,No,40.19,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1060314,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_10605,0.8440918580422796,0.15590814195772124,No,21.95,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1061785,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1062066,0.947522026431718,0.052477973568281946,No,1.69,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1062667,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1065226,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1066393,0.724694777917064,0.2753052220829365,No,5.26,Low-quality,unclear,Not-determined
080813_7_mc_k141_1068654,0.7270553308471446,0.2729446691528555,No,6.63,Low-quality,unclear,Not-determined
080813_7_mc_k141_1069868,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_107384,0.9468791193933999,0.05312088060660005,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1073851,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1075649,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_107683,0.8673985901758469,0.1326014098241534,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1077873,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1081618,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1082565,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1083307,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1084619,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_108478|provirus_1_13190,0.7306451015031156,0.2693548984968848,No,26.91,Low-quality,unclear,Not-determined
080813_7_mc_k141_108795,0.8168341487911783,0.18316585120882262,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1090519,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1094363,0.7959219718744674,0.20407802812553336,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1095180,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1096405,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1097077,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1097736,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1099161,0.8593997291036949,0.14060027089630553,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1099325,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1099349,0.8336573783816347,0.16634262161836616,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1099701,0.8118782016546146,0.1881217983453865,No,4.47,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1105812,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1107093,0.8285439914089153,0.1714560085910854,No,64.41,Medium-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1107428,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1107442,0.8212523683502384,0.17874763164976248,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_111070,0.9320112779837082,0.06798872201629169,Yes,14.35,Low-quality,lysogenic,checkv
080813_7_mc_k141_1112416,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1112443,0.8118782016546146,0.1881217983453865,No,6.99,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1113564,0.6351321585903085,0.3648678414096916,No,58.45,Medium-quality,unclear,Not-determined
080813_7_mc_k141_1114462,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1115896,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1117179,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1119706,0.8118782016546146,0.1881217983453865,No,12.31,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1120095,0.8642410903665297,0.13575890963347068,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1120374,0.8168341487911783,0.18316585120882262,No,77.44,Medium-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1121141,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1121162,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1121493,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1123022,0.7301762114537446,0.2698237885462555,No,58.28,Medium-quality,unclear,Not-determined
080813_7_mc_k141_1123515,0.8642410903665297,0.13575890963347068,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1124064,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1124095,0.8529051500704998,0.14709484992950092,No,8.07,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1126477,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1126593,0.7251101321585904,0.2748898678414097,No,94.92,High-quality,unclear,Not-determined
080813_7_mc_k141_1129318,0.8800312501502798,0.11996874984972046,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1130225,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1130231,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_113068,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1131170,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1131409,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1131803,0,1,No,7.3,Low-quality,lysogenic,bacphlip
080813_7_mc_k141_1132357,0.8278235122340396,0.17217648776596065,No,8.83,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1133203,0.8063244990205962,0.19367550097940467,No,7.85,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1136375,0.775,0.225,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1137487,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1137802,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1138377,0.8118782016546146,0.1881217983453865,No,7.37,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1142109,0.8545260516933494,0.1454739483066512,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_114266,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1143907,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1144181,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1144604,0.8118782016546146,0.1881217983453865,No,7.93,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1144970,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1145310,0.8555034452895824,0.14449655471041803,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1145508,0.8299532834792682,0.1700467165207323,No,6.8,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1147726,0.7926762114537447,0.2073237885462555,No,36.45,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1148005,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1148494,0.9180066079295152,0.08199339207048464,No,67.59,Medium-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1150225,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1151158,0.7717900959277423,0.2282099040722585,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1151827,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1153910,0.8654276313455218,0.13457236865447844,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1156236,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1157722,0.8118782016546146,0.1881217983453865,No,0.38,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1161030|provirus_3_15747,0.9,0.1,Yes,25.29,Low-quality,lysogenic,checkv
080813_7_mc_k141_1161839,0.8193121223594604,0.18068787764054067,No,27.11,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1162007,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1162159,0.957544052863436,0.04245594713656388,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1162352,0.8118782016546146,0.1881217983453865,No,8.11,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1163428,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1165413,0.9041313023060435,0.0958686976939565,No,9.99,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1165584,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1172579,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1173724,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_117629,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1176513,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1177886,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1177990,0.9775881057268723,0.02241189427312775,No,0.47,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1178077,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1178762,0.8878303964757709,0.11216960352422914,No,24.85,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_117981,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1180300,0,1,No,86.45,Medium-quality,lysogenic,bacphlip
080813_7_mc_k141_1180392,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1180756,0.8234150876327359,0.17658491236726478,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1181164,0.9972986238568456,0.002701376143154288,No,1.55,Low-quality,lytic,checkv & bacphlip
080813_7_mc_k141_1181705,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1184316,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1186146,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080813_7_mc_k141_1187948,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
